category,scientific_name,common_names,conservation_status
Vas. Plant,Collomia grandiflora,"Grand Collomia, Largeflowered Collomia",
Vas. Plant,Collomia heterophylla,Variableleaf Collomia,
Vas. Plant,Collomia tinctoria,"Staining Collomia, Yellowstain Collomia",
Vas. Plant,Eriastrum sparsiflorum,"Fewflower Woolstar, Great Basin Woollystar",
Vas. Plant,Gilia capillaris,"Miniature Gilia, Smoothleaf Gilia",
Vas. Plant,Gilia capitata ssp. abrotanifolia,Bluehead Gilia,
Vas. Plant,Gilia capitata ssp. mediomontana,Foothill Gilia,
Vas. Plant,Gilia capitata ssp. pedemontana,Bluehead Gilia,
Vas. Plant,Gilia leptalea,Bridges' Gilia,
Vas. Plant,Gilia leptalea ssp. bicolor,Bridges' Gilia,
Vas. Plant,Gilia leptalea ssp. leptalea,Bridges' Gilia,
Vas. Plant,Gilia tricolor ssp. tricolor,Bird's-Eye Gilia,
Vas. Plant,Ipomopsis aggregata,"Scarlet Gilia, Skyrocket Gilia",
Vas. Plant,Ipomopsis aggregata ssp. bridgesii,Scarlet Gilia,
Vas. Plant,Ipomopsis aggregata ssp. formosissima,"Scarlet Gilia, Scarlet Skyrocket, Skyrocket Gilia",
Vas. Plant,Leptodactylon pungens,"Common Prickly Gilia, Granite Gilia, Granite Prickly Gilia, Granite Prickly Phlox",
Vas. Plant,Linanthus bicolor,True Babystars,
Vas. Plant,Linanthus ciliatus,"Bristlyleaf Linanthus, Whiskerbrush",
Vas. Plant,Linanthus dichotomus,"Evening Snow, Eveningsnow",
Vas. Plant,Linanthus filipes,Thread Linanthus,
Vas. Plant,Linanthus harknessii,"Harkness' Flaxflower, Threeseed Linanthus",
Vas. Plant,Linanthus montanus,Mustang Clover,
Vas. Plant,Linanthus nuttallii ssp. pubescens,"Nuttall's Deserttrumpets, Nuttall's Linanthus",
Vas. Plant,Navarretia divaricata ssp. divaricata,Divaricate Navarretia,
Vas. Plant,Navarretia divaricata ssp. vividior,Divaricate Navarretia,
Vas. Plant,Navarretia intertexta ssp. intertexta,Needleleaf Navarretia,
Vas. Plant,Navarretia viscidula,Sticky Pincushionplant,
Vas. Plant,Phlox caespitosa,"Douglas Phlox, Tufted Phlox",
Vas. Plant,Phlox condensata,Dwarf Phlox,
Vas. Plant,Phlox diffusa,Spreading Phlox,
Vas. Plant,Phlox gracilis,Slender Phlox,
Vas. Plant,Phlox speciosa ssp. occidentalis,Showy Phlox,
Vas. Plant,Polemonium californicum,Moving Polemonium,
Vas. Plant,Polemonium eximium,Skypilot,
Vas. Plant,Anagallis arvensis,"Pimpernel, Scarlet Pimpernel",
Vas. Plant,Androsace septentrionalis ssp. subumbellata,Pygmyflower Rockjasmine,
Vas. Plant,Dodecatheon alpinum,Alpine Shootingstar,
Vas. Plant,Dodecatheon hendersonii,Mosquito Bills,
Vas. Plant,Dodecatheon jeffreyi,Sierrra Shootingstar,
Vas. Plant,Dodecatheon subalpinum,Sierra Shootingstar,
Vas. Plant,Primula suffrutescens,Sierra Primrose,
Vas. Plant,Trientalis latifolia,"Broadleaf Starflower, Western Starflower",
Vas. Plant,Astragalus bolanderi,Bolander's Milkvetch,
Vas. Plant,Astragalus congdonii,Congdon's Milkvetch,
Vas. Plant,Astragalus kentrophyta var. danaus,Spiny Milkvetch,
Vas. Plant,Astragalus lentiginosus var. ineptus,"Freckled Milkvetch, Homely Milkvetch",
Vas. Plant,Astragalus purshii var. lectulus,"Sierran Milkvetch, Woollypod Milkvetch",
Vas. Plant,Astragalus whitneyi var. whitneyi,"Balloonpod Milkvetch, Whitney's Milkvetch",
Vas. Plant,Cercis occidentalis,California Redbud,
Vas. Plant,Hoita macrostachya,Large Leather-Root,
Vas. Plant,Lathyrus jepsonii var. californicus,California Pea,
Vas. Plant,Lathyrus lanszwertii var. aridus,Nevada Pea,
Vas. Plant,Lathyrus lanszwertii var. lanszwertii,"Lanszwert's Pea, Lanszwert's Peavine",
Vas. Plant,Lathyrus latifolius,"Everlasting Peavine, Everlasting-Pea, Perennial Pea, Perennial Peavine, Perennial Sweetpea",
Vas. Plant,Lathyrus sulphureus,"Snub Pea, Sulfur Pea",
Vas. Plant,Lotus argophyllus var. fremontii,Fremont's Birdsfoot Trefoil,
Vas. Plant,Lotus crassifolius var. crassifolius,Big Deervetch,
Vas. Plant,Lotus humistratus,"Foothill Deervetch, Maresfat",
Vas. Plant,Lotus micranthus,Desert Deervetch,
Vas. Plant,Lotus nevadensis var. nevadensis,"Nevada Bird's-Foot Trefoil, Nevada Trefoil",
Vas. Plant,Lotus oblongifolius var. oblongifolius,"Streambank Bird's-Foot Trefoil, Streambank Trefoil",
Vas. Plant,Lotus scoparius var. scoparius,Common Deerweed,
Vas. Plant,Lotus strigosus,"Bishop's Lotus, Strigose Bird's-Foot Trefoil, Strigose Bird's-Foot-Trefoil",
Vas. Plant,Lotus wrangelianus,Chilean Bird's-Foot Trefoil,
Vas. Plant,Lupinus adsurgens,Drew's Silky Lupine,
Vas. Plant,Lupinus albicaulis,Sicklekeel Lupine,
Vas. Plant,Lupinus albifrons var. albifrons,Silver Lupine,
Vas. Plant,Lupinus andersonii,Anderson's Lupine,
Vas. Plant,Lupinus arbustus,"Longspur Lupine, Spurred Lupine",
Vas. Plant,Lupinus argenteus var. meionanthus,Lake Tahoe Lupine,
Vas. Plant,Lupinus benthamii,Spider Lupine,
Vas. Plant,Lupinus bicolor,"Bicolor Lupine, Miniature Lupine",
Vas. Plant,Lupinus breweri var. breweri,Brewer's Lupine,
Vas. Plant,Lupinus breweri var. bryoides,Matted Lupine,
Vas. Plant,Lupinus breweri var. grandiflorus,Matted Lupine,
Vas. Plant,Lupinus covillei,Shaggy Lupine,
Vas. Plant,Lupinus formosus var. formosus,Summer Lupine,
Vas. Plant,Lupinus fulcratus,Greenstipule Lupine,
Vas. Plant,Lupinus gracilentus,Green Slender Lupine,
Vas. Plant,Lupinus grayi,"Gray's Lupine, Sierra Lupine",
Vas. Plant,Lupinus latifolius,"Broadleaf Lupine, Broad-Leaf Lupine",
Vas. Plant,Lupinus nanus,"Annual Lupine, Sky Lupine",
Vas. Plant,Lupinus pratensis var. pratensis,Inyo Meadow Lupine,
Vas. Plant,Lupinus rivularis,Riverbank Lupine,
Vas. Plant,Lupinus stiversii,Harlequin Annual Lupine,
Vas. Plant,Medicago polymorpha,"Bur Clover, Bur Medick, Burclover, California Burclover, Toothed Medick",
Vas. Plant,Melilotus alba,White Sweetclover,
Vas. Plant,Melilotus indica,Sourclover,
Vas. Plant,Trifolium bolanderi,Parasol Clover,Species of Concern
Vas. Plant,Trifolium breweri,Forest Clover,
Vas. Plant,Trifolium ciliolatum,Foothill Clover,
Vas. Plant,Trifolium cyathiferum,Cup Clover,
Vas. Plant,Trifolium gracilentum var. gracilentum,Pinpoint Clover,
Vas. Plant,Trifolium microcephalum,"Littlehead Clover, Smallhead Clover, Small-Head Clover",
Vas. Plant,Trifolium obtusiflorum,Clammy Clover,
Vas. Plant,Trifolium oliganthum,Fewflower Clover,
Vas. Plant,Trifolium variegatum,"Whitetip Clover, White-Tip Clover",
Vas. Plant,Trifolium willdenovii,Tomcat Clover,
Vas. Plant,Trifolium wormskioldii,"Cow Clover, Cows Clover, Sierra Clover",
Vas. Plant,Vicia benghalensis,"Purple Vetch, Reddish Tufted Vetch",
Vas. Plant,Alnus incana ssp. tenuifolia,"Mountain Alder, Speckled Alder, Thinleaf Alder",
Vas. Plant,Alnus rhombifolia,"Rhombie Leaf Alder, White Alder",
Vas. Plant,Corylus cornuta var. californica,"California Hazel, California Hazelnut",
Vas. Plant,Chrysolepis sempervirens,"Bush Chinquapin, Sierra Chinkapin",
Vas. Plant,Lithocarpus densiflorus var. echinoides,Tanoak,
Vas. Plant,Quercus chrysolepis,Canyon Live Oak,
Vas. Plant,Quercus douglasii,Blue Oak,
Vas. Plant,Quercus garryana var. breweri,Oregon White Oak,
Vas. Plant,Quercus kelloggii,California Black Oak,
Vas. Plant,Quercus lobata,"California White Oak, Valley Oak",
Vas. Plant,Quercus wislizeni var. wislizeni,Interior Live Oak,
Vas. Plant,Myrica hartwegii,"Sierra Bayberry, Sierra Sweet-Bay",
Vas. Plant,Garrya fremontii,Bearbrush,
Vas. Plant,Asclepias californica,"California Milkweed, Round-Hood Milkweed, Woolly Milkweed",
Vas. Plant,Asclepias cordifolia,"Heartleaf Milkweed, Purple Milkweed",
Vas. Plant,Asclepias fascicularis,"Mexican Whorled Milkweed, Narrowleaf Milkweed, Narrow-Leaved Milkweed",
Vas. Plant,Vinca major,"Bigleaf Periwinkle, Greater Periwinkle, Periwinkle",
Vas. Plant,Centaurium venustum,Charming Centaury,
Vas. Plant,Gentiana calycosa,"Mountain Bog Gentian, Rainier Pleated Gentian",
Vas. Plant,Gentiana newberryi var. tiogana,Tioga Gentian,
Vas. Plant,Gentianella amarella ssp. acuta,"Autumn Dwarf Gentian, Autumn Dwarfgentian, Autumn Dwarf-Gentian",
Vas. Plant,Gentianella tenella ssp. tenella,"Dane's Dwarf Gentian, Dane's Dwarfgentian",
Vas. Plant,Gentianopsis holopetala,"Sierra Fringed Gentian, Sierra Gentian",
Vas. Plant,Galium aparine,"Bedstraw, Catchweed Bedstraw, Cleavers, Cleaverwort, Goose Grass, Scarthgrass, Stickywilly, Sticky-Willy, White Hedge",
Vas. Plant,Galium bolanderi,Bolander's Bedstraw,
Vas. Plant,Galium hypotrichium ssp. hypotrichium,Alpine Bedstraw,
Vas. Plant,Galium multiflorum,"Manyflower Bedstraw, Shrubby Bedstraw",
Vas. Plant,Galium parisiense,Wall Bedstraw,
Vas. Plant,Galium porrigens var. tenue,Graceful Bedstraw,
Vas. Plant,Galium sparsiflorum,Sequoia Bedstraw,
Vas. Plant,Galium sparsiflorum ssp. sparsiflorum,Sequoia Bedstraw,
Vas. Plant,Erodium botrys,Longbeak Stork's Bill,
Vas. Plant,Erodium brachycarpum,Shortfruit Stork's Bill,
Vas. Plant,Geranium californicum,California Cranesbill,
Vas. Plant,Geranium carolinianum,"Carolina Crane's-Bill, Carolina Geranium",
Vas. Plant,Geranium dissectum,Cutleaf Geranium,
Vas. Plant,Geranium robertianum,Robert's Geranium,
Vas. Plant,Isoetes howellii,Howell's Quillwort,
Vas. Plant,Isoetes nuttallii,Nuttall's Quillwort,
Vas. Plant,Glechoma hederacea,"Creeping Charlie, Gill-Over-The-Ground, Ground Ivy, Groundivy, Haymaids",
Vas. Plant,Lepechinia calycina,Woodbalm,
Vas. Plant,Marrubium vulgare,"Horehound, White Horehound",
Vas. Plant,Mentha arvensis,"Field Mint, Wild Mint",
Vas. Plant,Monardella glauca,"Blue Monardella, Gray Monardella, Pale Monardella",
Vas. Plant,Monardella lanceolata,"Mustang Mint, Mustang Monardella, Mustang Mountainbalm",
Vas. Plant,Monardella odoratissima ssp. pallida,"Alpine Mountainbalm, Mountain Monardella",
Vas. Plant,Monardella sheltonii,Shelton's Monardella,
Vas. Plant,Pycnanthemum californicum,Sierra Mint,
Vas. Plant,Salvia columbariae,Chia,
Vas. Plant,Satureja douglasii,Yerba Buena,
Vas. Plant,Scutellaria bolanderi ssp. bolanderi,Sierra Skullcap,
Vas. Plant,Scutellaria siphocampyloides,Grayleaf Skullcap,
Vas. Plant,Scutellaria tuberosa,Danny's Skullcap,
Vas. Plant,Stachys albens,"White Hedgenettle, Whitestem Hedgenettle",
Vas. Plant,Trichostema lanceolatum,Vinegarweed,
Vas. Plant,Trichostema oblongum,Oblong Bluecurls,
Vas. Plant,Utricularia gibba,"Conespur Bladderpod, Humped Bladderwort",
Vas. Plant,Utricularia intermedia,"Flatleaf Bladderwort, Flat-Leaf Bladderwort, Mountain Bladderwort",
Vas. Plant,Lindernia dubia,"Moistbank Pimpernel, Shortstalk Lindernia, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",
Vas. Plant,Lindernia dubia var. anagallidea,"False Pimpernel, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",
Vas. Plant,Fraxinus dipetala,"California Ash, Two-Petal Ash",
Vas. Plant,Fraxinus latifolia,Oregon Ash,
Vas. Plant,Castilleja applegatei,"Pine Indian Paintbrush, Wavyleaf Indian Paintbrush, Wavyleaf Paintbrush",
Vas. Plant,Castilleja applegatei ssp. disticha,Wavyleaf Indian Paintbrush,
Vas. Plant,Castilleja applegatei ssp. pallida,Wavyleaf Indian Paintbrush,
Vas. Plant,Castilleja applegatei ssp. pinetorum,Wavyleaf Indian Paintbrush,
Vas. Plant,Castilleja attenuata,"Attenuate Indian Paintbrush, Indian Paintbrush",
Vas. Plant,Castilleja densiflora ssp. densiflora,Denseflower Indian Paintbrush,
Vas. Plant,Castilleja exserta ssp. exserta,"Exserted Indian Paintbrush, Owl Clover",
Vas. Plant,Castilleja foliolosa,Texas Indian Paintbrush,
Vas. Plant,Castilleja lacera,Cutleaf Indian Paintbrush,
Vas. Plant,Castilleja lemmonii,"Lemmon's Indian Paintbrush, Lemmon's Paintbrush",
Vas. Plant,Castilleja miniata ssp. miniata,Giant Red Indian Paintbrush,
Vas. Plant,Castilleja minor ssp. spiralis,"Annual Indian Paintbrush, Lesser Indian Paintbrush",
Vas. Plant,Castilleja nana,"Dwarf Alpine Indian Paintbrush, Dwarf Alpine Paintbrush",
Vas. Plant,Castilleja parviflora,Mountain Indian Paintbrush,
Vas. Plant,Castilleja pilosa,"Hairy Paintbrush, Parrothead Indian Paintbrush",
Vas. Plant,Castilleja tenuis,"Hairy Indian Paintbrush, Slender Paintbrush",
Vas. Plant,Cordylanthus rigidus ssp. brevibracteatus,Stiffbranch Bird's Beak,
Vas. Plant,Cordylanthus rigidus ssp. rigidus,Stiffbranch Bird's Beak,
Vas. Plant,Cordylanthus tenuis ssp. tenuis,"Slender Bird's Beak, Slender Bird'sbeak",
Vas. Plant,Orobanche californica ssp. grayana,Gray's Broomrape,
Vas. Plant,Orobanche uniflora,"Naked Broomrape, Naked Broom-Rape, Oneflowered Broomrape",
Vas. Plant,Orthocarpus cuspidatus ssp. cryptanthus,"Cryptantha Owlclover, Cryptantha Owl's-Clover",
Vas. Plant,Pedicularis attollens,Little Elephantshead,
Vas. Plant,Pedicularis semibarbata,"Bearded Lousewort, Pinewoods Lousewort",
Vas. Plant,Mimulus angustatus,Purplelip Pansy Monkeyflower,
Vas. Plant,Mimulus bicolor,Yellow And White Monkeyflower,
Vas. Plant,Mimulus bolanderi,Bolander's Monkeyflower,
Vas. Plant,Mimulus cardinalis,"Crimson Monkeyflower, Scarlet Monkeyflower, Scarlet Monkey-Flower",
Vas. Plant,Mimulus congdonii,Congdon's Monkeyflower,
Vas. Plant,Mimulus douglasii,Brownies,
Vas. Plant,Mimulus filicaulis,"Hetch Hetchy Monkey-Flower, Slenderstem Monkeyflower",Species of Concern
Vas. Plant,Mimulus inconspicuus,Smallflower Monkeyflower,
Vas. Plant,Mimulus kelloggii,Kellogg's Monkeyflower,
Vas. Plant,Mimulus laciniatus,Cutleaf Monkeyflower,
Vas. Plant,Mimulus layneae,Layne's Monkeyflower,
Vas. Plant,Mimulus leptaleus,"Least Monkeyflower, Slender Monkeyflower",
Vas. Plant,Mimulus mephiticus,"Foul Odor Monkeyflower, Foul-Odor Monkeyflower",
Vas. Plant,Mimulus montioides,"Mointain Monkeyflower, Mountain Monkeyflower",
Vas. Plant,Mimulus palmeri,Palmer's Monkeyflower,
Vas. Plant,Mimulus pilosus,False Monkeyflower,
Vas. Plant,Mimulus primuloides,"Primrose Monkeyflower, Yellow Creeping Monkey-Flower",
Vas. Plant,Mimulus pulchellus,Yellowlip Pansy Monkeyflower,
Vas. Plant,Mimulus pulsiferae,Candelabrum Monkeyflower,
Vas. Plant,Mimulus tilingii,"Subalpine Monkeyflower, Subalpine Monkey-Flower, Tiling's Monkeyflower",
Vas. Plant,Mimulus torreyi,Torrey's Monkeyflower,
Vas. Plant,Mimulus viscidus,Sticky Monkeyflower,
Vas. Plant,Callitriche heterophylla var. bolanderi,Bolander's Water-Starwort,
Vas. Plant,Callitriche marginata,Winged Water-Starwort,Species of Concern
Vas. Plant,Collinsia bartsiifolia var. davidsonii,Davidson's Blue Eyed Mary,
Vas. Plant,Collinsia childii,Child's Blue Eyed Mary,
Vas. Plant,Collinsia heterophylla,Purple Chinese Houses,
Vas. Plant,Collinsia linearis,Narrowleaf Blue Eyed Mary,
Vas. Plant,Collinsia tinctoria,Sticky Chinese Houses,
Vas. Plant,Collinsia torreyi var. torreyi,"Torrey's Blue Eyed Mary, Torrey's Blue-Eyed Mary",
Vas. Plant,Collinsia torreyi var. wrightii,Wright's Blue Eyed Mary,
Vas. Plant,Digitalis purpurea,Purple Foxglove,
Vas. Plant,Gratiola ebracteata,Bractless Hedgehyssop,
Vas. Plant,Gratiola neglecta,"Clammy Hedgehyssop, Clammy Hedge-Hyssop, Drug Hedgehyssop, Hedge Hyssop, Neglected Hedgehyssop",
Vas. Plant,Limosella acaulis,Owyhee Mudwort,
Vas. Plant,Penstemon azureus var. angustissimus,Azure Penstemon,
Vas. Plant,Penstemon davidsonii var. davidsonii,Davidson's Penstemon,
Vas. Plant,Penstemon heterodoxus,"Sierra Beardtongue, Sierra Penstemon",
Vas. Plant,Penstemon heterodoxus var. heterodoxus,Sierra Beardtongue,
Vas. Plant,Penstemon heterophyllus var. purdyi,Purdy's Penstemon,
Vas. Plant,Penstemon procerus var. formosus,"Pincushion Beardtongue, Pincushion Penstemon",
Vas. Plant,Penstemon roezlii,Roezl's Penstemon,
Vas. Plant,Penstemon rostriflorus,"Beaked Beardtongue, Beakflower Penstemon, Bridges' Penstemon",
Vas. Plant,Penstemon rydbergii var. oreocharis,Herbaceous Penstemon,
Vas. Plant,Penstemon speciosus,"Prairie-Clover, Royal Penstemon",
Vas. Plant,Plantago erecta,Dotseed Plantain,
Vas. Plant,Veronica anagallis-aquatica,"Blue Water Speedwell, Water Speedwell",
Vas. Plant,Veronica cusickii,Cusick's Speedwell,
Vas. Plant,Veronica peregrina ssp. xalapensis,"Hairy Purslane Speedwell, Neckweed",
Vas. Plant,Veronica persica,"Bird-Eye Speedwell, Birdseye Speedwell, Persian Speedwell, Winter Speedwell",
Vas. Plant,Veronica serpyllifolia ssp. humifusa,"Brightblue Speedwell, Thyme-Leaf Speedwell",
Vas. Plant,Scrophularia californica ssp. floribunda,California Figwort,
Vas. Plant,Scrophularia desertorum,"Desert Figwort, Mountain Figwort",
Vas. Plant,Verbena hastata,"Blue Verbena, Blue Vervain, Simpler's-Joy, Swamp Verbena",
Vas. Plant,Verbena lasiostachys var. lasiostachys,Western Vervain,
Vas. Plant,Calycanthus occidentalis,"California Spicebush, California-Allspice, Western Sweetshrub",
Vas. Plant,Umbellularia californica,California Laurel,
Vas. Plant,Calochortus albus,White Fairy-Lantern,
Vas. Plant,Calochortus invenustus,Plain Mariposa Lily,
Vas. Plant,Calochortus leichtlinii,"Leichtlin's Mariposa Lily, Smokey Mariposa",
Vas. Plant,Calochortus luteus,Yellow Mariposa Lily,
Vas. Plant,Calochortus minimus,Sierra Mariposa Lily,
Vas. Plant,Calochortus nudus,Naked Mariposa Lily,
Vas. Plant,Calochortus superbus,Yellow Mariposa,
Vas. Plant,Calochortus venustus,Butterfly Mariposa Lily,
Vas. Plant,Calochortus vestae,Coast Range Mariposa Lily,
Vas. Plant,Clintonia uniflora,Bride's Bonnet,
Vas. Plant,Disporum hookeri,Drops Of Gold,
Vas. Plant,Erythronium purpurascens,Purple Fawnlily,
Vas. Plant,Fritillaria micrantha,Brown Fritillary,
Vas. Plant,Fritillaria pinetorum,"Davidson's Fritillary, Pinewoods Fritillary",
Vas. Plant,Lilium parvum,"Sierra Tiger Lily, Sierra Tigerlily",
Vas. Plant,Lilium washingtonianum ssp. washingtonianum,Typical Washington Lily,
Vas. Plant,Trillium angustipetalum,Narrowpetal Wakerobin,
Vas. Plant,Veratrum californicum var. californicum,"California False Hellebore, California Falsehellebore",
Vas. Plant,Zigadenus exaltatus,Giant Deathcamas,
Vas. Plant,Zigadenus paniculatus,"Foothill Deathcamas, Sand-Corn",
Vas. Plant,Zigadenus venenosus var. venenosus,Meadow Deathcamas,
Vas. Plant,Chamaesyce serpyllifolia ssp. serpyllifolia,"Thymeleaf Sandmat, Thyme-Leaf Sandmat, Thymeleaf Spurge",
Vas. Plant,Eremocarpus setigerus,"Doveweed, Turkey Mullein",
Vas. Plant,Euphorbia crenulata,"Chinese Caps, Chinesecaps",
Vas. Plant,Hypericum anagalloides,"Creeping St. Johnswort, Tinker's Penny, Tinker's-Penny",
Vas. Plant,Linum lewisii var. alpicola,Prairie Flax,
Vas. Plant,Sclerolinon digynum,"Digynum Flax, Northwestern Yellowflax",
Vas. Plant,Populus balsamifera ssp. trichocarpa,"Balsam Poplar, Black Cottonwood",
Vas. Plant,Populus fremontii ssp. fremontii,Fremont's Cottonwood,
Vas. Plant,Salix arctica,Arctic Willow,
Vas. Plant,Salix brachycarpa ssp. brachycarpa,"Barrenground Willow, Short-Fruited Willow",
Vas. Plant,Salix exigua,Narrow-Leaved Willow,
Vas. Plant,Salix jepsonii,Jepson's Willow,
Vas. Plant,Salix laevigata,Red Willow,
Vas. Plant,Salix lasiolepis,Arroyo Willow,
Vas. Plant,Salix ligulifolia,"Strapleaf Willow, Strap-Leaf Willow",
Vas. Plant,Salix lucida ssp. lasiandra,Pacific Willow,
Vas. Plant,Salix lutea,Yellow Willow,
Vas. Plant,Salix orestera,Sierra Willow,
Vas. Plant,Salix planifolia ssp. planifolia,"Diamondleaf Willow, Tealeaf Willow",
Vas. Plant,Salix prolixa,Mackenzie's Willow,
Vas. Plant,Salix reticulata ssp. nivalis,Snow Willow,
Vas. Plant,Viola bakeri,Baker's Violet,
Vas. Plant,Viola glabella,Pioneer Violet,
Vas. Plant,Viola lobata ssp. integrifolia,Pine Violet,
Vas. Plant,Viola lobata ssp. lobata,Pine Violet,
Vas. Plant,Viola macloskeyi,"Macloskey's Violet, Small White Violet",
Vas. Plant,Viola pinetorum ssp. pinetorum,Goosefoot Yellow Violet,
Vas. Plant,Viola purpurea ssp. integrifolia,Goosefoot Violet,
Vas. Plant,Viola purpurea ssp. purpurea,Goosefoot Violet,
Vas. Plant,Viola purpurea ssp. quercetorum,Goosefoot Violet,
Vas. Plant,Viola purpurea ssp. venosa,"Goosefoot Violet, Goosefoot Yellow Violet",
Vas. Plant,Viola sheltonii,Shelton's Violet,
Vas. Plant,Malva nicaeensis,Bull Mallow,
Vas. Plant,Malva parviflora,"Cheeseweed, Cheeseweed Mallow, Small-Whorl Mallow",
Vas. Plant,Sidalcea glaucescens,"Waxy Checkerbloom, Waxy Checkermallow",
Vas. Plant,Sidalcea malviflora ssp. asprella,Dwarf Checkerbloom,
Vas. Plant,Sidalcea reptans,Sierra Checkerbloom,
Vas. Plant,Lythrum hyssopifolia,Hyssop Loosestrife,
Vas. Plant,Rotala ramosior,"Lowland Rotala, Lowland Toothcup, Rotala",
Vas. Plant,Camissonia contorta,"Contorted Suncup, Plains Evening Primrose, Plains Eveningprimrose, Plains Evening-Primrose",
Vas. Plant,Camissonia lacustris,Grassland Suncup,
Vas. Plant,Camissonia luciae,Santa Lucia Suncup,
Vas. Plant,Camissonia sierrae ssp. alticola,"Mono Hot Springs Evening Primrose, Mono Hot Springs Evening-Primrose",Species of Concern
Vas. Plant,Camissonia sierrae ssp. sierrae,Sierra Suncup,
Vas. Plant,Circaea alpina ssp. pacifica,"Small Enchanter Nightshade, Small Enchanter's Nightshade",
Vas. Plant,Clarkia australis,Small's Southern Clarkia,
Vas. Plant,Clarkia biloba ssp. biloba,Twolobe Clarkia,
Vas. Plant,Clarkia dudleyana,Dudley's Clarkia,
Vas. Plant,Clarkia gracilis ssp. albicaulis,Whitestem Clarkia,
Vas. Plant,Clarkia heterandra,Mountain Clarkia,
Vas. Plant,Clarkia modesta,Waltham Creek Clarkia,
Vas. Plant,Clarkia purpurea ssp. quadrivulnera,"Winecup Clarkia, Winecup Fairyfan",
